2018-10-29 21:25:06 INFO  /root/kundajelab/tfnet/scripts/prepare_data_pf.py --tfs ZNF143 --no-bg True --stride 10 --test-chroms chr8,chr9,chr7 --hdf5 True
2018-10-29 21:25:14 DEBUG /root/kundajelab/tfnet/scripts/label_regions  --positives /root/kundajelab/tfnet/ENCODE_data/H1-hESC-ZNF143-human-ENCSR000EBW-optimal_idr.narrowPeak.gz,/root/kundajelab/tfnet/ENCODE_data/K562-ZNF143-human-ENCSR000EGP-optimal_idr.narrowPeak.gz,/root/kundajelab/tfnet/ENCODE_data/GM12878-ZNF143-human-ENCSR000DZL-optimal_idr.narrowPeak.gz,/root/kundajelab/tfnet/ENCODE_data/HeLa-S3-ZNF143-human-ENCSR000ECO-optimal_idr.narrowPeak.gz,/root/kundajelab/tfnet/ENCODE_data/GM12878-ZNF143-human-ENCSR936XTK-optimal_idr.narrowPeak.gz --ambiguous ./_tmp_BJmFhj/_tmp_H1-hESC-ZNF143-human-ENCSR000EBW-merged.narrowPeak.gz,./_tmp_BJmFhj/_tmp_K562-ZNF143-human-ENCSR000EGP-merged.narrowPeak.gz,./_tmp_BJmFhj/_tmp_GM12878-ZNF143-human-ENCSR000DZL-merged.narrowPeak.gz,./_tmp_BJmFhj/_tmp_empty_file,/root/kundajelab/tfnet/ENCODE_data/GM12878-ZNF143-human-ENCSR936XTK-rep2.narrowPeak.gz --genome hg19 --prefix label  --stride 10 --test-chroms chr8,chr9,chr7
2018-10-29 21:25:14 DEBUG bin-size=200, stride=10
2018-10-29 21:25:22 DEBUG in: skip_test=0 bin-size=200, stride=10
2018-10-29 21:25:22 INFO  LABEL_REGIONS sort merge done
2018-10-29 21:25:32 INFO  LABEL_REGIONS intersect done
2018-10-29 21:25:37 INFO  LABEL_REGIONS labels done
2018-10-29 21:25:38 INFO  LABEL_REGIONS ALL DONE *****
Warning: the index file is older than the FASTA file.
2018-10-29 21:25:45 INFO  split and make hdf5
Reading in labels
Processed 490000 lines
Processed 495000 lines
Processed 500000 lines
Processed 505000 lines
Processed 510000 lines
Processed 515000 lines
Processed 520000 lines
Processed 525000 lines
Processed 530000 lines
Processed 535000 lines
Processed 540000 lines
Processed 545000 lines
Processed 550000 lines
Processed 555000 lines
Processed 560000 lines
Processed 565000 lines
Processed 570000 lines
Processed 575000 lines
Processed 580000 lines
Processed 585000 lines
Processed 590000 lines
Processed 595000 lines
Processed 600000 lines
Processed 605000 lines
Processed 610000 lines
Processed 615000 lines
Processed 620000 lines
Processed 625000 lines
Processed 630000 lines
Processed 635000 lines
Processed 640000 lines
Processed 645000 lines
Processed 650000 lines
Processed 655000 lines
Processed 660000 lines
Processed 665000 lines
Processed 670000 lines
Processed 675000 lines
Processed 680000 lines
Processed 685000 lines
Processed 690000 lines
Processed 695000 lines
Processed 700000 lines
Processed 705000 lines
Processed 710000 lines
Processed 715000 lines
Processed 720000 lines
Processed 725000 lines
Processed 730000 lines
Processed 735000 lines
Processed 740000 lines
Processed 745000 lines
Processed 750000 lines
Processed 755000 lines
Processed 760000 lines
Processed 765000 lines
Processed 770000 lines
Processed 775000 lines
Processed 780000 lines
Processed 785000 lines
Processed 790000 lines
Processed 795000 lines
Processed 800000 lines
Processed 805000 lines
Processed 810000 lines
Processed 815000 lines
Processed 820000 lines
Processed 825000 lines
Processed 830000 lines
Processed 835000 lines
Processed 840000 lines
Processed 845000 lines
Processed 850000 lines
Processed 855000 lines
Processed 860000 lines
Processed 865000 lines
Processed 870000 lines
Processed 875000 lines
Processed 880000 lines
Processed 885000 lines
Processed 890000 lines
Processed 895000 lines
Processed 900000 lines
Processed 905000 lines
Processed 910000 lines
Processed 915000 lines
Processed 920000 lines
Processed 925000 lines
Processed 930000 lines
Processed 935000 lines
Processed 940000 lines
Processed 945000 lines
Processed 950000 lines
Processed 955000 lines
Processed 960000 lines
Processed 965000 lines
Processed 970000 lines
Processed 975000 lines
Processed 980000 lines
Processed 985000 lines
Processed 990000 lines
Processed 995000 lines
Processed 1000000 lines
Processed 1005000 lines
Processed 1010000 lines
Processed 1015000 lines
Processed 1020000 lines
Processed 1025000 lines
Processed 1030000 lines
Processed 1035000 lines
Processed 1040000 lines
Processed 1045000 lines
Processed 1050000 lines
Processed 1055000 lines
Processed 1060000 lines
Processed 1065000 lines
Processed 1070000 lines
Processed 1075000 lines
Processed 1080000 lines
Processed 1085000 lines
Processed 1090000 lines
Processed 1095000 lines
Processed 1100000 lines
Processed 1105000 lines
Processed 1110000 lines
Processed 1115000 lines
Processed 1120000 lines
Processed 1125000 lines
Processed 1130000 lines
Processed 1135000 lines
Processed 1140000 lines
Processed 1145000 lines
Processed 1150000 lines
2018-10-29 21:36:42 INFO  prepare_data done
/root/kundajelab/tfnet/ENCODE_data/H1-hESC-ZNF143-human-ENCSR000EBW-optimal_idr.narrowPeak.gz
/root/kundajelab/tfnet/ENCODE_data/K562-ZNF143-human-ENCSR000EGP-optimal_idr.narrowPeak.gz
/root/kundajelab/tfnet/ENCODE_data/GM12878-ZNF143-human-ENCSR000DZL-optimal_idr.narrowPeak.gz
/root/kundajelab/tfnet/ENCODE_data/HeLa-S3-ZNF143-human-ENCSR000ECO-optimal_idr.narrowPeak.gz
/root/kundajelab/tfnet/ENCODE_data/GM12878-ZNF143-human-ENCSR936XTK-optimal_idr.narrowPeak.gz
5
cat labels.txt | grep -v -P 'chr8:|chr9:' | grep -v -P 'chr7:' | grep -v -P '^id' | pigz -c > splits/train.txt.gz
